Level,MonsterAtk,MonsterHP,RewardGold
1618,123.15,128542.85,26064836144.95
1619,123.28,128858.17,26221695268.61
1620,123.42,129188.26,26377300908.94
1621,123.54,129555.89,26544887370.15
1622,123.76,129850.96,26717991115.76
1623,123.86,130127.19,26885500644.69
1624,124.00,130511.63,27054061226.84
1625,124.13,130780.55,27214606320.42
1626,124.23,131110.09,27380665668.97
1627,124.37,131383.80,27551183571.11
1628,124.47,131711.29,27718141643.56
1629,124.62,132070.15,27882627254.30
1630,124.74,132358.26,28059777123.80
1631,124.87,132682.94,28228642756.34
1632,125.04,133150.64,28480286757.75
1633,125.26,133464.74,28669594376.94
1634,125.30,133815.55,28849340463.21
1635,125.50,134143.80,29026585610.98
1636,125.64,134431.12,29198835514.73
1637,125.76,134799.07,29379450714.71
1638,125.90,135151.69,29563647912.37
1639,126.01,135439.19,29741563011.39
1640,126.11,135708.93,29921794616.30
1641,126.25,136041.82,30101865055.10
1642,126.39,136390.31,30280496525.69
1643,126.51,136778.43,30472881685.72
1644,126.73,137089.96,30671600553.34
1645,126.84,137381.58,30863897396.98
1646,126.98,137787.46,31057400824.03
1647,127.12,138071.37,31241702666.17
1648,127.22,138419.28,31432334738.21
1649,127.36,138708.25,31628085120.75
1650,127.55,139231.12,31914022010.81
1651,127.75,139576.43,32115447078.89
1652,127.81,139969.84,32310066203.58
1653,127.99,140189.88,32501800750.71
1654,128.04,140573.59,32694672862.69
1655,128.26,140897.57,32892800887.71
1656,128.31,141271.74,33100403567.47
1657,128.51,141622.11,33300990183.97
1658,128.65,141894.70,33508377248.18
1659,128.77,142290.79,33710032572.94
1660,128.90,142620.51,33914312800.91
1661,129.03,142962.62,34132629917.00
1662,129.15,143274.50,34349488639.83
1663,129.28,143625.95,34556205100.91
1664,129.42,143993.86,34761269661.65
1665,129.55,144403.63,34982123121.60
1666,129.78,144732.52,35210247523.01
1667,129.89,145040.40,35430999597.90
1668,130.03,145468.90,35653136801.05
1669,130.15,145932.42,35970967517.19
1670,130.37,146326.05,36201015214.89
1671,130.48,146637.32,36418873091.55
1672,130.62,146993.04,36636516979.32
1673,130.82,147357.61,36867748032.68
1674,130.89,147776.95,37092711430.28
1675,131.08,148053.36,37329932902.68
1676,131.12,148422.41,37565539661.82
1677,131.35,148760.46,37801059517.59
1678,131.40,149151.47,38028547656.65
1679,131.60,149517.34,38257406023.07
1680,131.69,149920.64,38502075742.66
1681,131.88,150247.70,38737010034.36
1682,132.04,150665.22,38970130757.38
1683,132.16,150985.72,39204654409.31
1684,132.26,151282.32,39440590254.79
1685,132.39,151645.20,39674638515.80
1686,132.69,152202.57,40038325456.17
1687,132.73,152594.36,40285992014.03
1688,132.94,152976.96,40552082346.13
1689,133.00,153323.15,40794427676.03
1690,133.22,153724.23,41050190422.39
1691,133.28,154067.93,41293791229.43
1692,133.50,154483.51,41557880361.79
1693,133.62,154812.13,41807975877.64
1694,133.76,155187.69,42057825739.46
1695,133.97,155572.57,42323273335.18
1696,134.03,156015.29,42581525815.33
1697,134.23,156307.12,42853850265.65
1698,134.28,156696.74,43124321064.62
1699,134.51,157053.63,43394692100.65
1700,134.56,157466.44,43655842922.27
1701,134.77,157852.70,43918566731.40
1702,134.86,158278.49,44199441587.38
1703,135.05,158623.78,44469140410.17
1704,135.21,159064.58,44736757300.45
1705,135.40,159562.76,45143085894.34
1706,135.60,159919.52,45410975468.80
1707,135.66,160357.23,45680453493.21
1708,135.88,160687.64,45963018697.60
1709,135.92,161105.63,46249260501.74
1710,136.14,161505.20,46552799046.06
1711,136.20,161870.69,46831005559.50
1712,136.42,162294.12,47124614939.00
1713,136.48,162656.99,47404262709.51
1714,136.71,163095.73,47707430576.55
1715,136.83,163442.68,47994534113.98
1716,136.97,163839.17,48281355646.59
1717,137.19,164245.51,48586082996.36
1718,137.25,164712.91,48882550529.37
1719,137.46,165021.01,49195172340.07
1720,137.50,165432.35,49505666204.36
1721,137.74,165809.14,49816045543.22
1722,137.79,166244.96,50115840301.37
1723,138.08,166810.80,50566812146.81
1724,138.21,167290.03,50890206222.34
1725,138.37,167634.72,51204997351.22
1726,138.49,168075.34,51513150871.43
1727,138.66,168458.15,51823158870.63
1728,138.86,168834.79,52130689552.28
1729,138.92,169296.91,52440043735.63
1730,139.14,169645.73,52764421681.64
1731,139.19,170087.03,53093020274.26
1732,139.41,170508.87,53441475101.70
1733,139.47,170894.73,53760849377.06
1734,139.70,171341.78,54097905766.05
1735,139.76,171724.87,54418934569.29
1736,140.00,172188.08,54766963868.28
1737,140.12,172554.36,55096551709.64
1738,140.34,173223.59,55590027064.49
1739,140.48,173401.96,55775635363.40
1740,140.63,174083.90,56308030523.60
1741,140.78,174501.47,56656335430.27
1742,140.98,174882.15,57002044282.60
1743,141.13,175334.89,57357034520.10
1744,141.28,175764.98,57702211221.80
1745,141.39,176110.26,58049463999.84
1746,141.52,176577.94,58401240543.89
1747,141.69,176980.11,58767391326.58
1748,141.82,177445.29,59121057453.92
1749,141.99,177849.44,59476850109.24
1750,142.18,178222.94,59832289575.00
1751,142.25,178720.44,60192363704.99
1752,142.49,179103.23,60572266014.88
1753,142.54,179569.13,60949489165.06
1754,142.76,180014.49,61349506787.34
1755,142.82,180421.86,61716140646.83
1756,143.06,180893.83,62103073140.46
1757,143.26,181551.13,62667134013.63
1758,143.42,181930.14,63057404591.94
1759,143.54,182383.63,63439527657.45
1760,143.71,182880.55,63815991909.11
1761,143.84,183279.51,64221441314.43
1762,144.01,183788.81,64640242325.18
1763,144.16,184229.67,65040087842.08
1764,144.36,184631.57,65436953152.06
1765,144.53,185109.54,65844473265.30
1766,144.68,185563.62,66240727679.37
1767,144.79,185928.14,66639365378.33
1768,149.06,196436.30,72772524087.17
1769,149.17,196888.62,73448795151.38
1770,149.22,197213.76,73927764982.70
1771,149.27,197638.22,74596117944.49
1772,149.45,198093.32,75308157899.62
1773,149.55,198440.70,75774722770.15
1774,149.68,198967.26,76271796382.91
1775,149.87,199515.18,76727851448.52
1776,150.09,200179.66,77428964025.52
1777,150.30,200600.48,77891936678.39
1778,150.37,201157.93,78359187862.73
1779,150.62,201590.88,78855013296.71
1780,150.66,202080.33,79324991383.07
1781,150.97,202773.64,80042138627.38
1782,151.13,203271.05,80543968578.84
1783,151.27,203718.74,81017778112.03
1784,151.42,204305.27,81516318633.94
1785,151.57,204678.46,82032121122.02
1786,151.71,205242.11,82521034859.94
1787,151.89,205786.72,83043194788.31
1788,152.13,206492.75,83793956903.29
1789,152.34,206932.01,84298231957.05
1790,152.40,207491.48,84836535940.86
1791,152.68,208005.66,85373349449.49
1792,152.73,208536.75,85898692995.40
1793,152.97,209053.52,86418957913.28
1794,153.19,209723.56,87235459296.10
1795,153.36,210259.04,87752009673.39
1796,153.49,210811.70,88302177216.52
1797,153.67,211270.71,88831020149.10
1798,153.90,211751.90,89397408302.84
1799,153.98,212372.18,89954431805.76
1800,154.24,212829.27,90523627281.18
1801,154.45,213596.83,91330602259.20
1802,154.60,214083.32,91912927792.64
1803,154.78,214640.66,92487401838.10
1804,154.94,215172.55,93070837016.18
1805,155.08,215759.70,93621940619.73
1806,155.29,216299.77,94217966593.23
1807,155.54,217150.42,95069755593.50
1808,155.77,217672.21,95658445203.13
1809,155.84,218255.26,96241522518.78
1810,156.11,218752.35,96820707471.20
1811,156.35,219612.64,97720453927.30
1812,156.43,220244.94,98297198684.62
1813,156.68,220801.76,98900163475.23
1814,156.79,221409.80,99516398427.12
1815,157.15,222247.20,100445058011.80
1816,157.29,222831.37,101049539992.37
1817,157.45,223372.39,101679167449.27
1818,157.64,223998.71,102295009784.94
1819,157.86,224475.21,102910624841.97
1820,158.06,225431.26,103866964373.20
1821,158.31,226012.50,104486014388.05
1822,158.50,226612.22,105120876370.76
1823,158.66,227168.10,105779939274.27
1824,158.91,228061.49,106736255696.51
1825,159.16,228615.21,107401316390.88
1826,159.28,229256.23,108051816185.47
1827,159.52,229807.11,108720893128.94
1828,159.58,230422.66,109383591402.86
1829,159.83,231328.85,110400083652.20
1830,160.11,231855.72,111064475335.99
1831,160.19,232523.27,111719976321.72
1832,160.46,233140.27,112426899569.58
1833,160.56,233753.07,113105661449.94
1834,160.92,234637.15,114161132289.40
1835,161.07,235253.88,114848158099.49
1836,161.23,235825.07,115563763076.20
1837,161.43,236486.30,116263700532.00
1838,161.77,237297.66,117314796674.54
1839,161.86,237998.72,118050310239.39
1840,162.12,238612.36,118753893392.58
1841,162.31,239245.51,119475447685.33
1842,162.48,239832.38,120224507607.28
1843,162.73,240775.58,121311411908.51
1844,162.98,241360.17,122067288637.67
1845,163.10,242036.92,122806616132.46
1846,163.35,242618.51,123567057541.61
1847,163.42,243268.38,124320249254.71
1848,163.68,244225.09,125475546572.91
1849,163.96,244781.33,126230662936.09
1850,164.04,245486.09,126975674549.69
1851,164.30,246106.73,127754555962.81
1852,164.57,247099.31,128929373778.44
1853,164.79,247717.82,129750177694.81
1854,164.94,248368.94,130531018942.20
1855,165.11,248971.96,131344341927.23
1856,165.31,249670.06,132139857944.31
1857,165.66,250526.65,133334484421.24
1858,165.75,251266.79,134170434571.90
1859,166.02,251914.64,134970094117.31
1860,166.21,252583.09,135824130603.84
1861,166.38,253202.68,136641525118.83
1862,166.64,254198.46,137876849466.03
1863,166.90,254815.64,138735943432.23
1864,167.02,255530.12,139576228316.41
1865,167.28,256150.53,140445910906.61
1866,167.52,257080.76,141721078715.04
1867,167.61,257840.27,142609609222.50
1868,167.90,258427.52,143467838992.46
1869,167.98,259171.58,144314584178.94
1870,168.37,260164.80,145672491284.36
1871,168.53,260874.72,146535066903.74
1872,168.75,261527.72,147467954059.51
1873,168.90,262215.13,148355421523.86
1874,169.08,262858.35,149285546521.25
1875,169.29,263588.79,150183952322.57
1876,169.64,264493.13,151541708632.02
1877,169.73,265274.54,152491810285.86
1878,170.01,265958.51,153400665743.33
1879,170.20,266664.23,154332735469.34
1880,170.38,267706.25,155760946686.30
1881,170.65,268369.64,156704347263.03
1882,170.91,269021.23,157680753089.91
1883,171.04,269775.54,158635781398.15
1884,171.31,270836.49,160109969987.05
1885,171.54,271412.63,161073517559.05
1886,171.64,272214.48,162083379575.29
1887,171.93,272834.47,163058803197.34
1888,172.02,273620.00,164021173981.55
1889,172.42,274668.60,165564507379.61
1890,172.58,275418.10,166544870289.87
1891,172.81,276107.50,167605145987.94
1892,172.96,276833.23,168613799799.34
1893,173.14,277512.31,169670936158.01
1894,173.42,278603.68,171204866917.83
1895,173.71,279238.23,172235183979.57
1896,173.81,280063.20,173315024867.11
1897,174.09,280785.30,174347987266.31
1898,174.29,281530.36,175407333912.14
1899,174.48,282630.47,177030571659.25
1900,174.75,283330.85,178102796417.49
1901,175.02,284018.76,179212533391.88
1902,175.15,284815.12,180297973683.27
1903,175.43,285935.22,181973467150.53
1904,175.67,286543.48,183068590036.72
1905,175.76,287390.03,184216351743.59
1906,176.07,288044.59,185324972390.13
1907,176.38,289271.38,187000425370.76
1908,176.56,289980.97,188172838002.36
1909,176.72,290772.25,189287072411.75
1910,176.96,291500.08,190492131940.07
1911,177.12,292266.27,191638520458.11
1912,177.51,293357.00,193411963296.95
1913,177.58,294135.42,194583405571.82
1914,177.89,294805.34,195754415522.07
1915,177.99,295676.30,196981711925.24
1916,178.26,296816.85,198739620671.43
1917,178.56,297604.46,199997172478.62
1918,178.67,298386.70,201204627788.51
1919,178.95,299126.12,202423268057.04
1920,179.23,299852.38,203684542947.49
1921,179.42,301039.14,205585270928.50
1922,179.64,301875.68,206822490501.13
1923,179.89,302517.85,208067155705.76
1924,179.99,303411.60,209371647720.07
1925,180.30,304102.64,210631653844.75
1926,180.61,305397.83,212535894960.77
1927,180.80,306146.97,213868404057.61
1928,180.97,306982.36,215134790521.31
1929,181.22,307750.78,216504404546.66
1930,181.50,308961.07,218461738980.54
1931,181.78,309711.21,219822947642.69
1932,181.85,310533.03,221154353877.67
1933,182.16,311240.30,222485268752.82
1934,182.27,312159.81,223880156165.04
1935,182.55,313363.95,225878112628.99
1936,182.84,314156.19,227263671431.34
1937,182.97,315021.31,228679723869.57
1938,183.25,315801.95,230064773125.98
1939,183.54,317043.91,232202745153.86
1940,183.73,317821.62,233658556984.08
1941,183.96,318704.80,235064722604.35
1942,184.21,319382.77,236479350580.02
1943,184.31,320326.34,237961974895.88
1944,184.74,321570.02,240099453920.54
1945,184.96,322423.30,241618706725.29
1946,185.15,323214.21,243072776813.70
1947,185.32,324096.17,244512092151.60
1948,185.57,324907.42,246068731084.64
1949,185.86,326185.19,248293345412.76
1950,186.15,326977.15,249840431205.02
1951,186.22,327844.79,251353644959.19
1952,186.54,328591.48,252866300256.88
1953,186.84,329883.74,255216164903.25
1954,186.93,330833.52,256722447152.02
1955,187.23,331669.93,258297208169.25
1956,187.36,332583.28,259906626819.90
1957,187.79,333841.15,262332003782.23
1958,187.95,334718.64,263910727239.12
1959,188.15,335539.70,265565334546.11
1960,188.38,336472.12,267163516304.12
1961,188.64,337187.88,268771315977.57
1962,188.88,338623.98,271268984558.68
1963,189.18,339497.07,272885755299.32
1964,189.40,340397.92,274543822100.68
1965,189.60,341232.92,276265094361.53
1966,189.90,342574.89,278762702588.97
1967,190.19,343415.22,280510425424.82
1968,190.33,344369.53,282198547278.57
1969,190.62,345205.64,283956892281.19
1970,190.70,346121.64,285676739917.22
1971,191.00,347482.84,288331509140.08
1972,191.33,348274.26,290066698557.61
1973,191.43,349277.00,291778668170.37
1974,191.74,350203.81,293624937123.78
1975,192.04,351572.27,296268093101.50
1976,192.30,352452.30,298154226602.23
1977,192.47,353378.70,299948529487.59
1978,192.67,354245.54,301829078390.63
1979,192.91,355229.93,303645496666.55
1980,193.31,356448.68,306390640755.25
1981,193.41,357501.76,308311578938.75
1982,193.73,358423.52,310149124578.69
1983,193.95,359374.59,312033605380.45
1984,194.16,360778.89,314921196881.47
1985,194.46,361672.93,316828586667.44
1986,194.76,362560.11,318814966304.41
1987,194.91,363567.61,320733606266.20
1988,195.20,364450.34,322732058558.71
1989,195.48,365773.86,325662279375.88
1990,195.59,366854.49,327704042485.34
1991,195.93,367690.03,329676177228.08
1992,196.03,368748.67,331621921431.98
1993,196.48,370161.83,334742269704.40
1994,196.66,371171.90,336724390817.84
1995,196.92,372100.99,338868081511.58
1996,197.10,373079.03,340907401843.69
1997,197.30,373994.20,343044745346.16
1998,197.61,375465.01,346146083140.35
1999,197.95,376320.16,348229202748.67
2000,198.06,377431.95,350412450809.12
2001,198.38,378405.10,352500918823.79
2002,198.61,379409.19,354731402903.85
2003,198.83,380901.30,357938395348.82
2004,199.14,381835.65,360092481517.16
2005,199.44,382772.30,362350107258.05
2006,199.66,384277.63,365717395448.63
2007,199.90,385345.48,367918295920.04
2008,200.18,386165.21,370132441489.84
2009,200.29,387306.08,372453013482.69
2010,200.64,388188.20,374694449146.28
2011,200.99,389841.51,378081919941.78
2012,201.20,390807.57,380466968202.97
2013,201.39,391873.98,382719838308.13
2014,201.66,392854.88,385156352400.09
2015,201.97,394390.01,388623454512.62
2016,202.28,395347.56,391044920235.02
2017,202.36,396396.62,393413370165.02
2018,202.71,397299.45,395780946010.83
2019,202.82,398473.22,398262323149.57
2020,203.14,400010.30,401816504978.43
2021,203.46,401021.60,404281287373.34
2022,203.61,402135.98,406815958014.30
2023,203.92,403122.42,409264191117.00
2024,204.24,404707.78,413067447829.15
2025,204.46,405700.53,415657203935.73
2026,204.71,406827.92,418158643975.15
2027,204.99,407693.34,420675137770.91
2028,205.25,409429.73,424584435422.87
2029,205.58,410485.38,427114970541.87
2030,205.82,411574.60,429817582340.24
2031,206.04,412594.51,432420875138.17
2032,206.36,414206.77,436313443235.12
2033,206.68,415222.82,439048941783.70
2034,206.83,416376.66,441691154144.85
2035,207.15,417387.60,444443278282.57
2036,207.23,418495.14,447135147162.26
2037,207.55,420140.96,451290335391.77
2038,207.91,421097.87,454006216901.01
2039,208.02,422310.28,456685755266.50
2040,208.50,423939.30,461000608050.63
2041,208.69,425096.12,463730344335.59
2042,208.97,426160.18,466682596624.99
2043,209.15,427269.64,469473048146.66
2044,209.37,428317.73,472416443225.84
2045,209.70,430002.18,476687381608.80
2046,210.06,430981.55,479556103457.85
2047,210.18,432254.82,482562714978.32
2048,210.52,433369.32,485438802266.26
2049,210.76,434519.27,488388351469.54
2050,210.99,436228.11,492926902156.80
2051,211.32,437298.17,495893354026.00
2052,211.65,438370.87,499002393115.25
2053,211.80,439589.04,502005407508.08
2054,212.13,441317.81,506670500318.74
2055,212.42,442256.61,509719661657.19
2056,212.54,443563.20,512915385777.69
2057,212.91,444573.45,516002129061.98
2058,213.28,446466.91,520797292194.83
2059,213.51,447573.28,523951625325.11
2060,213.71,448794.59,527054115296.37
2061,213.99,449917.98,530409506500.61
2062,214.33,451676.08,535184149081.55
2063,214.66,452772.73,538518816758.25
2064,214.74,453974.16,541780474915.31
2065,215.11,455008.13,545040929346.74
2066,215.45,456797.54,550105947537.75
2067,215.56,458112.73,553352665174.29
2068,215.90,459270.92,556746985443.37
2069,216.06,460547.17,560237550756.50
2070,216.55,462289.02,565465543111.15
2071,216.74,463492.54,568846650948.98
2072,216.97,464629.49,572413075986.21
2073,217.23,465920.62,575857878515.32
2074,217.68,467519.14,581063991790.48
2075,217.80,468900.36,584707014325.81
2076,218.15,470109.34,588191884496.81
2077,218.41,471356.77,591765766304.77
2078,218.64,472524.83,595498793031.30
2079,218.98,474371.27,600859356632.18
2080,219.32,475534.90,604626487632.72
2081,219.48,476856.35,608265151634.53
2082,219.82,478014.13,612055178195.48
2083,220.13,479750.07,617612285947.38
2084,220.25,481167.42,621484450644.54
2085,220.63,482263.33,625224566475.56
2086,221.02,484317.31,631034724267.67
2087,221.25,485517.48,634856736722.32
2088,221.46,486842.32,638615932349.66
2089,221.76,488060.95,642681560944.72
2090,221.95,489331.55,646524369210.25
2091,222.44,491157.72,652507373096.82
2092,222.53,492461.01,656459428122.14
2093,222.91,493582.63,660410024628.61
2094,223.04,495040.85,664550512830.03
2095,223.38,496950.44,670481109875.65
2096,223.74,498206.82,674593907670.84
2097,223.90,499591.26,678823322748.29
2098,224.24,500816.76,682908505978.93
2099,224.60,502786.33,689254715629.13
2100,224.83,504019.66,693576047697.69
2101,225.11,505420.26,697750013358.97
2102,225.42,506508.09,701976102888.96
2103,225.70,508652.61,708472250321.16
2104,226.07,509964.09,712694764762.82
2105,226.33,511317.27,717025131980.64
2106,226.57,512584.35,721548330404.21
2107,226.92,514587.33,728043567273.72
2108,227.28,515849.62,732608088840.61
2109,227.44,517283.09,737016950732.75
2110,227.79,518539.02,741609214175.18
2111,228.12,520435.15,748371387402.17
2112,228.24,521959.65,753034385598.13
2113,228.63,523148.46,757566173680.61
2114,229.03,525376.57,764606170576.23
2115,229.28,526678.49,769237190383.00
2116,229.49,528115.65,773792096892.15
2117,229.80,529437.59,778718299193.71
2118,230.00,530815.91,783374516671.41
2119,230.51,532796.89,790623946083.65
2120,230.60,534210.67,795412534639.26
2121,231.00,535427.39,800199355950.58
2122,231.13,537009.23,805216263430.08
2123,231.48,539080.71,812402193018.26
2124,231.85,540443.60,817385548848.92
2125,232.02,541945.41,822510206402.27
2126,232.38,543274.81,827460102479.24
2127,232.74,545411.35,835149617606.88
2128,232.99,546749.25,840385648268.37
2129,233.27,548268.58,845443119398.97
2130,233.60,549448.63,850563747484.51
2131,233.89,551774.96,858434937801.98
2132,234.27,553197.62,863551234058.40
2133,234.54,554665.53,868798212343.86
2134,234.79,556040.03,874278838516.09
2135,235.15,558212.82,882148925531.56
2136,235.52,559582.12,887679621738.22
2137,235.69,561137.11,893021709706.30
2138,236.05,562499.52,898586019925.61
2139,236.39,564556.40,906779545855.36
2140,236.52,566210.14,912429563290.07
2141,236.92,567499.74,917920597298.74
2142,237.34,569916.74,926450753976.68
2143,237.59,571329.04,932062024140.03
2144,237.81,572888.04,937581070064.71
2145,238.13,574322.04,943550004154.12
2146,238.50,576566.27,952043656646.90
2147,238.87,577966.14,957975725476.06
2148,238.96,579499.78,963777917046.76
2149,239.38,580819.64,969577967299.67
2150,239.75,583103.84,978588171446.85
2151,239.88,584782.68,984363785197.92
2152,240.26,586261.12,990401970533.48
2153,240.43,587890.25,996611367000.42
2154,240.98,590113.73,1005911487280.13
2155,241.18,591650.02,1011926168908.83
2156,241.44,593101.34,1018270512887.30
2157,241.73,594749.49,1024398501546.65
2158,242.24,596789.99,1033659700944.86
2159,242.37,598553.12,1040140304867.33
2160,242.76,600096.40,1046339570197.29
2161,243.04,601688.75,1052697179088.95
2162,243.30,604055.02,1062479802878.51
2163,243.68,605536.77,1068873844638.94
2164,244.06,607022.15,1075575226170.84
2165,244.24,608708.98,1082048076660.81
2166,244.62,611102.85,1092103455801.59
2167,244.96,612418.14,1098718041099.86
2168,245.09,614212.08,1105564000645.85
2169,245.66,616596.79,1115494662310.73
2170,245.95,618232.92,1122553064013.57
2171,246.21,619764.95,1129352074633.22
2172,252.90,652042.97,1226253498295.82
2173,253.15,653658.78,1237648965940.97
2174,253.38,656032.59,1253530016818.02
2175,253.51,657658.28,1264862707582.25
2176,253.78,659601.24,1272474696959.90
2177,254.18,661879.61,1283703561249.22
2178,254.44,663487.80,1291382803217.01
2179,254.84,666066.19,1302964654420.70
2180,255.12,667762.05,1310665506722.57
2181,255.38,669703.76,1318788595750.66
2182,255.91,672001.43,1330711264644.51
2183,256.10,673868.82,1339054254734.42
2184,256.63,676180.78,1351160137786.14
2185,256.90,678178.46,1359291468210.15
2186,257.21,680063.02,1367813643944.17
2187,257.62,682737.51,1380869792072.26
2188,257.88,684380.50,1389080713932.69
2189,258.17,686122.99,1397290534035.70
2190,258.57,688789.33,1410174682104.27
2191,258.97,690494.97,1418711843322.56
2192,259.41,693387.53,1431742410563.65
2193,259.69,694773.20,1440461552403.19
2194,259.97,696825.81,1449130301960.03
2195,260.38,699566.23,1463328425782.14
2196,260.69,701510.22,1472134789007.43
2197,260.97,703214.70,1480941269816.88
2198,261.53,705758.41,1494009754765.79
2199,261.65,707728.44,1503376509517.07
2200,262.22,710255.50,1516913837900.57
2201,262.51,712453.07,1526369700886.19
2202,262.80,713876.85,1535665111725.03
2203,263.21,716684.32,1549935914718.68
2204,263.48,718768.30,1559152136811.06
2205,263.81,720438.80,1568647188805.03
2206,264.22,723633.80,1583224491386.86
2207,264.66,725164.11,1592752443231.18
2208,264.78,727188.31,1602738269272.60
2209,265.35,729784.85,1617170312161.78
2210,265.65,732042.85,1627251135814.48
2211,266.07,734554.39,1641962497864.44
2212,266.35,736390.44,1652374897248.86
2213,266.63,738531.72,1662200241566.84
2214,267.26,741478.52,1678246216883.01
2215,267.39,743600.06,1688104779462.08
2216,267.82,745103.39,1698021272837.36
2217,268.27,748155.22,1713800784030.34
2218,268.52,749851.19,1724052977298.20
2219,268.92,752695.28,1740136545779.53
2220,269.25,754751.87,1750483738024.50
2221,269.54,756638.40,1761584317861.09
2222,270.01,759860.96,1778399112695.11
2223,270.45,761866.39,1789165535069.00
2224,270.59,764046.26,1799675673697.25
2225,271.00,766979.80,1816140390496.78
2226,271.47,768726.67,1827069988846.00
2227,271.76,771749.85,1844048792145.82
2228,272.14,773391.56,1855146344262.39
2229,272.46,775504.70,1866177407263.26
2230,272.95,778843.76,1883654145511.85
2231,273.23,780754.27,1894990044072.88
2232,273.63,782505.97,1906258051041.98
2233,273.96,785783.97,1924247589263.10
2234,274.24,788068.85,1936173465392.04
2235,274.71,789863.75,1947825427113.67
2236,275.01,792970.06,1965926400251.69
2237,275.39,794656.91,1977757416208.02
2238,275.87,798041.39,1995637572968.38
2239,276.21,800259.03,2008149366425.48
2240,276.50,802222.07,2020739603472.56
2241,276.93,805358.29,2039445340014.43
2242,277.23,807390.07,2051425728248.29
2243,277.66,810527.66,2070341531505.11
2244,278.10,812534.75,2082875325832.64
2245,278.29,814773.75,2095859191832.66
2246,278.87,817569.13,2114807062077.26
2247,279.16,819984.52,2127534047224.22
2248,279.51,822263.14,2141408060225.34
2249,279.95,825496.86,2161307980021.08
2250,280.24,827502.61,2174237174678.73
2251,280.85,830515.17,2193501947842.07
2252,280.98,832814.11,2207175369577.60
2253,281.42,834876.40,2220537552437.83
2254,281.90,838373.79,2240932718675.89
2255,282.20,840049.20,2254579733727.47
2256,282.50,842531.01,2268714983706.27
2257,282.94,845805.18,2289062102546.13
2258,283.29,847770.93,2303002219849.59
2259,283.74,851530.62,2324403820187.06
2260,284.21,853351.21,2338475753262.67
2261,284.33,855713.36,2353052884239.97
2262,284.95,858768.83,2374241222221.89
2263,285.27,861425.91,2389041337516.00
2264,285.72,864381.35,2410639756650.58
2265,286.02,866541.90,2425926673343.78
2266,286.32,869061.63,2440351707817.16
2267,287.00,872529.27,2463909533334.92
2268,287.14,875025.77,2478383337046.92
2269,287.60,876815.15,2493031225241.15
2270,288.08,880386.02,2516108809023.23
2271,288.35,882381.74,2531160519836.73
2272,288.78,885728.50,2554773537588.53
2273,289.13,888148.58,2569964720717.18
2274,289.44,890368.54,2586261986404.27
2275,289.95,894160.66,2610948550792.62
2276,290.43,896520.54,2626755224724.05
2277,290.72,899941.82,2650029438058.19
2278,291.02,902537.70,2666358235760.37
2279,291.52,904593.31,2682404475756.19
2280,291.83,908150.82,2707331828426.01
2281,292.23,910082.69,2723624648979.77
2282,292.74,913958.77,2748935057152.34
2283,293.10,916498.53,2765478247436.54
2284,293.41,918746.71,2782120995236.30
2285,293.83,922124.38,2806872147592.30
2286,294.19,924686.83,2825176240407.66
2287,294.49,927354.09,2842584247518.85
2288,295.11,930578.94,2868487905144.29
2289,295.32,933121.54,2886265883209.61
2290,295.93,936322.97,2912359521398.46
2291,296.24,939089.20,2929886206000.61
2292,296.60,941698.79,2948255338531.93
2293,297.07,945402.22,2976397226565.95
2294,297.38,947699.30,2994202379499.50
2295,298.03,951149.45,3020732433496.34
2296,298.17,953782.32,3039562482201.81
2297,298.64,956166.35,3058073151613.25
2298,299.14,960149.54,3086050664895.39
2299,299.47,962068.32,3104844348223.24
2300,299.94,965851.86,3133697398071.84
2301,300.25,968705.33,3154132774182.12
2302,300.62,971397.22,3173114458936.44
2303,301.11,975308.02,3201458436509.00
2304,301.59,977302.47,3220379886042.43
2305,302.09,981282.57,3250190417847.17
2306,302.38,983529.85,3269750283144.00
2307,302.72,986550.04,3290015156037.49
2308,303.19,989934.76,3319758938693.47
2309,303.52,992409.14,3340810976102.74
2310,304.05,996635.86,3371013984555.56
2311,304.49,998871.91,3391058738452.66
2312,304.69,1002032.25,3412562873233.22
2313,305.17,1005972.95,3444275524706.12
2314,305.70,1008264.15,3465003298993.90
2315,306.03,1012229.36,3497203274805.42
2316,306.45,1014382.64,3518249570201.56
2317,306.82,1017154.24,3539169770261.15
2318,307.36,1021533.76,3572314070182.17
2319,307.68,1024039.59,3594710950465.15
2320,308.21,1026861.41,3618023487273.80
2321,308.55,1030923.69,3650863024564.78
2322,308.87,1033969.40,3673752373173.06
2323,309.40,1036324.36,3696785228200.63
2324,309.95,1040738.11,3731139133422.87
2325,310.33,1043630.17,3754531778875.87
2326,310.65,1046713.43,3777126686487.19
2327,311.14,1050829.85,3813180373870.41
2328,311.52,1053749.95,3837087382787.67
2329,311.87,1056457.44,3859903506548.10
2330,312.61,1060648.15,3897025558071.77
2331,312.78,1063781.68,3920477998383.80
2332,313.27,1067965.23,3955921557139.85
2333,313.81,1070932.95,3980723492183.55
2334,314.03,1073859.07,4004393652635.99
2335,314.75,1078482.74,4041894770932.15
2336,315.08,1081128.27,4067235721230.04
2337,315.62,1084132.56,4093758860236.28
2338,315.96,1088396.15,4130768985725.02
2339,316.30,1091611.65,4156667139311.88
2340,316.86,1094224.92,4181383551115.96
2341,317.40,1098757.71,4219487118374.11
